306;Lipt.Sliače,Stredný Sliač,Dielnica
307;Lipt.Sliače,Nižný Sliač,Smištík
308;Lipt.Sliače,Nižný Sliač,pri moste
309;Lipt.Sliače,Stredný Sliač,Gajdoš
310;Lipt.Sliače,Stredný Sliač,kostol
311;Lipt.Sliače,Stredný Sliač,ZŠ
312;Lipt.Sliače,Stredný Sliač,otoč.
313;Lipt.Sliače,Vyšný Sliač,garáž
314;Lipt.Sliače,Vyšný Sliač,u Cabana
315;Komjatná,,otoč.
316;Lipt.Sliače,,rázc.
317;Turík,,OcÚ
318;Turík,,rázc.
319;Lisková,,kult.dom
320;Lisková,,rázc.RD
321;Lipt.Osada,,Barboriná horáreň
322;Ľubochňa,,Korbelka
323;Ľubochňa
324;Lúčky,Lúčky-kúpele,otoč.
325;Lúčky,,zdrav.str.
326;Lúčky,,OcÚ
327;Komjatná,,pož.zbroj.
328;Ludrová,,Jednota
329;Ludrová,,RD
330;Ludrová,,č.d.155
331;Ludrová,,č.d.202
332;Ludrová,,č.d.349
333;Lipt.Osada,,zdrav.str.
334;Martinček,,OcÚ
335;Štiavnička,,sušička RD
336;Štiavnička,,odbočka LDCH
337;Ružomberok,,AS
338;Ružomberok,Biely Potok,Bohunka
339;Ružomberok,Biely Potok,Kovostav
340;Ružomberok,Biely Potok,Podsuchá
341;Ružomberok,Biely Potok,Slovpap
342;Ružomberok,Biely Potok,pri moste
343;Ružomberok,,Celulózka
344;Ružomberok,Černová,Bystrá
345;Ružomberok,Černová,kolónia
346;Ružomberok,,SOU poľnohospodárske
347;Ružomberok,,Mladá generácia
348;Ružomberok,,Nová Černová
349;Ružomberok,,Pod skalami
350;Turík,,RD
351;Ružomberok,,SPŠ
352;Ružomberok,,Savoy
353;Ružomberok,,Sihoť ZŠ
354;Ružomberok,,Solo horná brána
355;Ružomberok,,Supra
356;Ružomberok,,sídl.SNP
357;Ružomberok,,tehelňa
358;Ružomberok,,Vápenka
359;Stankovany,Rojkov
360;Stankovany,,pri moste
361;Štiavnička,,LDCH otoč.
362;Štiavnička,,MŠ
363;Štiavnička,,most
364;Lipt.Michal,,pod cintorínom
365;Valaská Dubová,,OcÚ
366;Valaská Dubová,,rázc.
367;Valaská Dubová,,u Drobúľa
368;Ružomberok,,žel.st.
369;Lipt.Teplá,,Prefa
370;Čertovica,,motorest
371;Dolný Kubín,,Alej slobody
372;Dolný Kubín,,SAD
373;Dolný Kubín,Mokraď,priem.park
374;Dolný Kubín,,aut.st.
375;Kraľovany,,žel.st.
376;Vysoké Tatry,Nová Polianka
377;Pribylina,,Zruby
378;Vysoké Tatry,Podbanské,ch.kpt.Rašu
379;Poprad,,AS
380;Vysoké Tatry,Starý Smokovec,aut.st.
381;Štrba,Štrbské Pleso,cen.park.
382;Vysoké Tatry,Tatr.Polianka
383;Bobrovec,,Luhy
384;Kráľova Lehota,,Preglejka št.cesta
385;Vysoké Tatry,Vyšné Hágy,rázc.k LÚ
386;Jasenová
387;Vyšný Kubín,,rázc.
388;Dolný Kubín,,Banisko
389;Dolný Kubín,,SEZ
390;Pribylina,,Permon
391;Dolný Kubín,,Matúškova
392;Dolný Kubín,Mokraď,Tech.služby
393;Lipt.Trnovec,,ATC
394;Lipt.Mikuláš,Lipt.Ondrašová,kost.
395;Závažná Poruba,,pri pomníku
396;Závažná Poruba,,kult.dom
397;Závažná Poruba,,ul.p.Hrádkom
398;Prosiek,Zádiel
399;Lipt.Mikuláš,,ul.Hurbanova MŠ
400;Hybe,,rázc.na Kráľovu Lehotu
401;Lipt.Mikuláš,,AS
402;Jamník,,Jednota
403;Pribylina,,Rač.dol.ráz.h.Esperanto
404;Lipt.Revúce,Nižná Revúca,Jednota
405;Lipt.Štiavnica,,mlyn
406;Ružomberok,,Supra-vily
407;Lipt.Sliače,Stredný Sliač,Dom smútku
408;Lipt.Mikuláš,Lipt.Ondrašová,otoč.
